region,lat,lng,nodos,golden
Region6,21.8909172,-102.2835869,1,12
Region6,21.891056,-102.29601,1,12
Region6,21.8953417,-102.3119972,1,12
Region6,21.900135,-101.399192,1,12
Region6,21.90072,-102.254358,2,49.5
Region6,21.90316,-102.300036,1,62
Region6,21.9043578,-102.28505,1,12
Region3,21.9044867,-102.2466333,1,12
Region6,21.90661,-102.256106,1,12
Region5,21.907806,-102.237056,1,100
Region9,21.9138056,-102.3305833,1,50
Region9,21.9145,-102.282219,1,62
Region6,21.915306,-102.304667,1,12
Region6,21.915694,-102.6431,1,75
Region6,21.9205806,-102.2624389,1,12
Region6,21.924842,-102.292053,1,12
Region6,21.926229,-102.317992,1,12
Region9,21.9273944,-102.338075,1,62
Region7,21.928161,-102.28247,2,56
Region6,21.930843,-102.282983,1,12
Region3,21.931955,-99.9962,2,12
Region5,21.9326,-102.254704,2,49.5
Region7,21.93289,-105.214104,1,100
Region6,21.934121,-102.267725,1,12
Region6,21.9395,-102.2890556,1,12
Region6,21.963306,-102.342129,1,12
Region6,21.963496,-102.28792,1,12
Region5,21.987875,-99.041194,1,12
Region6,21.99082,-100.88067,1,75
Region9,21.9994,-102.28854,1,62
Region6,22.0125,-99.056667,1,12
Region5,22.037659,-102.270458,1,62
Region9,22.0456579,-100.8549606,1,62
Region5,22.051108,-98.180831,1,62
Region5,22.0513,-100.87607,1,62
Region4,22.066141,-100.649031,2,18.5
Region6,22.07131,-101.139518,1,12
Region9,22.074054,-102.267818,1,62
Region6,22.0748528,-100.8853389,1,12
Region9,22.076309,-102.272808,1,62
Region6,22.089886,-101.12722,1,12
Region6,22.0958611,-100.8773611,2,12
Region6,22.101084,-101.093465,1,12
Region6,22.1049889,-100.9491167,2,81
Region6,22.105287,-100.89335,1,75
Region6,22.117695,-100.942306,1,12
Region6,22.11972,-100.95711,1,75
Region6,22.122516,-101.054208,1,12
Region6,22.1231528,-100.9201356,1,12
Region6,22.1245611,-100.9723853,1,12
Region6,22.124949,-101.036282,1,12
Region9,22.126067,-101.019303,1,62
Region9,22.1280368,-101.0283294,1,87
Region9,22.130663,-100.932314,1,50
Region9,22.132885,-100.906772,1,87
Region8,22.134882,-100.980138,2,100
Region6,22.1354528,-101.0276333,1,12
Region6,22.1356889,-100.9613222,1,12
Region6,22.136131,-98.537091,1,12
Region6,22.138167,-100.988167,1,62
Region6,22.138633,-100.941516,1,12
Region6,22.139988,-101.003159,1,12
Region6,22.14018,-100.972946,1,12
Region6,22.141375,-101.029638,1,12
Region6,22.141554,-100.946393,1,12
Region6,22.142322,-100.952936,1,12
Region6,22.142863,-101.019928,1,12
Region9,22.1447,-100.87303,1,87
Region9,22.146553,-102.283411,1,62
Region8,22.148612,-101.014394,1,100
Region6,22.1499278,-100.99325,3,75
Region8,22.150108,-100.991414,2,56
Region6,22.152227,-100.973829,1,12
Region8,22.152559,-100.977547,1,100
Region6,22.1529278,-100.9415667,1,12
Region9,22.153636,-100.899691,1,50
Region6,22.1543203,-100.9230642,1,12
Region6,22.1544042,-100.9557008,2,43.5
Region3,22.156244,-102.275224,2,12
Region8,22.158889,-100.9988,1,100
Region4,22.161499,-100.979827,2,18.5
Region6,22.161533,-100.993723,1,12
Region9,22.164405,-101.0441,2,81
Region6,22.167139,-101.00104,1,12
Region6,22.1677781,-100.9736253,1,12
Region6,22.167944,-100.957417,1,12
Region6,22.1719806,-100.9384917,1,12
Region6,22.173019,-100.98116,1,12
Region6,22.17667,-101.01279,1,12
Region9,22.179095,-100.829812,2,43.5
Region6,22.181028,-100.96575,1,12
Region6,22.18434,-101.005,2,12
Region6,22.1867311,-100.9453056,1,12
Region6,22.191422,-100.999888,1,12
Region7,22.1956583,-105.2620139,1,100
Region6,22.204438,-100.925896,1,75
Region5,22.207357,-102.328512,1,62
Region6,22.209203,-101.045406,1,75
Region5,22.2098056,-100.92875,1,62
Region4,22.214028,-97.857722,2,12
Region4,22.221947,-97.919055,2,12
Region2,22.222527,-97.848471,1,12
Region4,22.22775,-97.822167,2,12
Region9,22.22817,-102.31672,1,62
Region3,22.2283917,-105.2664972,2,18.5
Region6,22.2335528,-97.8536167,2,12
Region4,22.239239,-97.863866,2,12
Region4,22.240033,-97.847072,2,12
Region4,22.247056,-97.836679,2,12
Region9,22.247283,-100.829016,1,62
Region6,22.254203,-100.939021,1,12
Region4,22.259077,-97.825176,2,12
Region4,22.263246,-97.840639,2,12
Region2,22.2664889,-97.7980056,1,12
Region5,22.26849,-105.208478,1,100
Region7,22.269078,-97.858227,4,9
Region4,22.276261,-97.875681,3,45.6666666667
Region4,22.286028,-97.88475,2,6
Region4,22.304093,-97.816763,2,12
Region4,22.3080917,-97.8881833,2,6
Region4,22.315805,-97.861413,2,12
Region4,22.331738,-97.870867,2,12
Region7,22.353801,-97.850455,2,12
Region5,22.3724,-105.32536,1,62
Region5,22.3870833,-97.8946667,2,12
Region4,22.38956,-97.937486,2,12
Region6,22.399436,-105.456792,1,12
Region4,22.3998056,-97.9207778,4,12
Region6,22.405554,-100.735543,1,12
Region4,22.4182806,-97.9321583,2,6
Region6,22.437254,-102.250209,1,12
Region4,22.442439,-97.894194,2,12
Region4,22.4766111,-98.0010972,2,12
Region5,22.503225,-105.386289,1,100
Region4,22.5374778,-98.1251056,2,12
Region6,22.5637611,-102.2334722,1,12
Region5,22.610493,-102.946852,1,100
Region5,22.626669,-102.438212,1,62
Region5,22.630837,-102.764668,2,100
Region5,22.641801,-98.22753,2,12
Region6,22.672309,-100.501116,1,75
Region7,22.717275,-102.491599,1,100
Region2,22.728056,-105.618556,1,0
Region5,22.736406,-102.519431,1,12
Region4,22.737268,-98.965464,2,12
Region4,22.738257,-98.330168,2,12
Region4,22.7443222,-98.8233333,2,12
Region7,22.745508,-102.518283,1,25
Region5,22.746412,-102.501225,2,62
Region4,22.746679,-98.990753,4,12
Region6,22.751655,-102.363855,1,12
Region5,22.755647,-102.52367,1,62
Region7,22.755672,-102.506916,1,25
Region5,22.7568889,-102.5992222,1,100
Region5,22.7615,-102.57304,1,100
Region7,22.764083,-102.525424,1,25
Region6,22.764136,-102.535306,1,12
Region6,22.7644806,-102.5481889,1,12
Region4,22.766496,-102.591271,1,12
Region6,22.7673056,-102.5623111,1,12
Region7,22.7681583,-102.6419806,1,25
Region8,22.768617,-102.553979,1,100
Region6,22.768917,-102.571073,1,12
Region7,22.773256,-102.598049,2,100
Region8,22.7781583,-102.5736,1,100
Vacio,22.779813,-102.423182,1,100
Vacio,22.7851194,-102.5704806,1,62
Region4,22.8060194,-98.7019,2,12
Region6,22.8173028,-102.4063028,1,12
Region4,22.82295,-98.433907,2,12
Region6,22.827007,-102.502334,1,12
Region4,22.828669,-99.012767,2,12
Region9,22.833171,-105.774722,1,62
Region9,22.834134,-105.7591,1,12
Region5,22.860959,-102.634961,1,62
Region9,22.882647,-109.911572,1,62
Region7,22.89893,-109.91784,1,100
Region8,22.899405,-109.8892444,3,62
Region9,22.900475,-102.6802806,2,43.5
Region4,22.90197,-109.928273,2,6
Region2,22.90444,-109.95137,1,0
Region4,22.9046,-98.55987,2,12
Region9,22.909059,-109.860518,1,62
Region5,22.9266139,-102.6797639,1,75
Region9,22.930131,-109.92872,1,87
Region6,22.930181,-100.470844,1,75
Region9,22.939244,-109.936283,1,50
Region6,22.950664,-102.699972,1,12
Region3,22.9879722,-105.8602167,2,12
Region7,22.99291,-109.7333,1,100
Region6,22.998417,-102.74175,1,12
Region5,23.005907,-109.714859,1,62
Region2,23.041372,-98.7449,1,12
Region4,23.042189,-109.706106,2,12
Region4,23.0421944,-109.7060556,2,18.5
Region6,23.04412,-102.77038,1,12
Region9,23.075589,-109.723768,1,50
Region7,23.1038889,-109.7121667,1,100
Region9,23.1183333,-109.7194444,1,62
Region5,23.140838,-102.835134,1,62
Region8,23.173217,-102.889962,1,100
Region4,23.173398,-106.275358,2,12
Region4,23.176778,-102.871346,3,45.6666666667
Region9,23.1852,-109.70645,1,62
Region7,23.18786,-102.88282,1,100
Region4,23.188197,-106.215963,2,18.5
Region4,23.194762,-106.343985,2,6
Region8,23.196799,-102.859395,1,100
Region3,23.212422,-106.3993,2,18.5
Region2,23.2170694,-106.4164361,1,0
Region8,23.223022,-102.84034,1,100
Region8,23.233626,-106.43625,1,100
Region2,23.246423,-106.394631,1,0
Region4,23.249523,-106.453818,2,18.5
Region4,23.2528417,-106.4207806,2,12
Region5,23.254123,-106.402988,1,100
Region5,23.255139,-106.439972,1,100
Region4,23.2593611,-106.4374444,2,18.5
Region2,23.259422,-106.462622,1,12
Region8,23.272473,-106.413865,1,100
Region8,23.27845,-106.44822,2,100
Region4,23.2787611,-106.4494806,1,25
Region2,23.288557,-106.469142,1,0
Region9,23.3014167,-106.4815278,1,50
Region4,23.3046389,-102.9581389,1,12
Region2,23.368036,-99.009603,1,12
Region4,23.417703,-98.815964,2,6
Region8,23.429197,-98.82221,1,100
Region4,23.443739,-102.954433,2,12
Region9,23.471599,-106.568893,2,43.5
Region2,23.471679,-106.568915,1,0
Region4,23.561539,-99.01565,2,12
Region5,23.648469,-100.640717,1,75
Region6,23.66629,-100.64845,1,12
Region4,23.686526,-103.001586,2,18.5
Region5,23.686793,-103.000739,2,62
Region4,23.713863,-99.091322,2,18.5
Region6,23.716464,-98.956276,1,12
Region5,23.717499,-98.955705,1,100
Region6,23.717841,-99.028994,2,12
Region4,23.718131,-99.131517,2,12
Region4,23.719254,-99.145409,1,12
Region4,23.719514,-99.18055,2,12
Region4,23.720629,-99.145199,2,6
Region9,23.723504,-99.153787,1,62
Region4,23.729723,-99.139036,2,12
Region4,23.730151,-109.829879,2,12
Region9,23.73092,-99.148249,2,68.5
Region4,23.730939,-99.156129,2,12
Region9,23.731701,-99.112109,2,62
Region3,23.732091,-103.9863,3,28.6666666667
Region7,23.7401667,-99.1668889,1,12
Region4,23.742117,-99.111033,2,6
Region9,23.746454,-99.127963,1,62
Region4,23.750803,-99.1249,2,12
Region4,23.753055,-99.165171,2,12
Region4,23.754398,-99.142662,2,12
Region8,23.7685278,-99.1658056,1,12
Region4,23.774356,-99.170696,2,12
Region9,23.789472,-110.076535,1,12
Region5,23.793234,-110.123512,1,62
Region6,23.803208,-103.017374,1,12
Region4,23.810278,-99.078103,2,12
Region4,23.827187,-103.034019,2,12
Region3,23.850106,-104.24415,2,12
Region3,23.852257,-99.114888,2,6
Region5,23.885382,-110.255418,1,0
Region5,23.912398,-103.151468,1,100
Region4,23.9238028,-100.4778861,2,18.5
Region4,23.981076,-99.114106,2,12
Region7,23.996809,-104.658466,1,100
Region7,24.003228,-104.692137,1,100
Region8,24.00858,-104.641971,1,100
Region3,24.013834,-104.661446,2,12
Region9,24.016741,-104.674052,1,25
Region3,24.017085,-104.690493,2,6
Region3,24.0179361,-104.6950389,3,20.6666666667
Region3,24.021021,-104.646563,2,12
Region3,24.023045,-104.670018,3,24.6666666667
Region9,24.025102,-104.656097,1,62
Region7,24.029203,-104.671073,1,100
Region3,24.029722,-104.647778,3,24.6666666667
Region3,24.035714,-104.682908,2,6
Region3,24.03577,-104.634361,2,12
Region8,24.036371,-104.657316,1,100
Region3,24.042441,-104.699318,3,24.6666666667
Region5,24.043432,-104.555757,1,100
Region3,24.043613,-104.659302,3,20.6666666667
Region3,24.048995,-104.615726,3,24.6666666667
Region8,24.052821,-104.644814,1,100
Region9,24.053899,-104.648466,1,62
Region3,24.056978,-104.627119,2,6
Region9,24.064472,-104.602628,1,62
Region4,24.06715,-100.390925,2,18.5
Region6,24.069855,-104.655385,1,12
Region7,24.069871,-104.605307,1,100
Region5,24.08275,-99.112805,2,12
Region8,24.083461,-99.110691,1,100
Region5,24.087648,-110.331154,1,100
Region5,24.089211,-110.3109,1,62
Region4,24.117398,-110.338015,2,12
Region4,24.119329,-99.2148,2,12
Region5,24.121449,-110.295432,1,100
Region5,24.125101,-110.336775,1,100
Region9,24.143145,-110.333166,1,62
Region7,24.143283,-110.277458,1,25
Region9,24.1435722,-110.3122028,1,50
Region9,24.153395,-110.303791,2,62
Region9,24.1587889,-110.2994861,9,62.4444444444
Region7,24.173945,-110.29436,1,100
Region5,24.175288,-103.314823,1,62
Region4,24.181938,-99.309956,2,12
Region5,24.193894,-99.337437,1,62
Region7,24.20381,-110.29941,1,100
Region4,24.2104,-100.3785,2,18.5
Region5,24.217813,-110.301417,1,100
Region4,24.252705,-99.43213,4,12
Region7,24.27336,-104.44179,1,100
Vacio,24.349586,-100.301178,2,62
Region3,24.366228,-104.313775,2,12
Region9,24.367247,-104.313686,1,25
Region4,24.374794,-100.394551,2,18.5
Region9,24.395315,-110.690603,1,62
Region2,24.4359,-107.373164,1,12
Region4,24.47095,-100.32006,2,18.5
Region4,24.487997,-99.494194,2,12
Region4,24.582172,-99.539184,2,12
Region4,24.5903861,-100.2663528,2,18.5
Region9,24.63269,-107.441948,1,87
Region2,24.636943,-107.932007,1,0
Region8,24.673704,-100.29727,2,100
Region4,24.709225,-99.535408,2,12
Region3,24.72611,-103.549435,2,12
Region9,24.738606,-107.391206,1,62
Region3,24.743137,-103.846427,2,12
Region9,24.7552811,-107.4038072,1,62
Region8,24.761282,-107.697384,1,12
Region4,24.761416,-107.371681,1,25
Region9,24.764805,-107.59346,1,62
Region2,24.77061,-107.36457,2,6
Region2,24.774004,-107.412025,1,12
Region2,24.779673,-107.509846,1,0
Region9,24.782318,-107.424146,1,62
Region2,24.792545,-107.374093,2,50
Region9,24.794453,-107.381267,1,62
Region4,24.795349,-107.393512,2,12
Region8,24.803989,-100.324139,2,100
Region9,24.8056194,-107.3823361,1,62
Region8,24.806658,-107.35215,1,62
Region2,24.8067,-107.34683,1,0
Region8,24.806841,-107.430345,1,100
Region8,24.808394,-107.397197,1,100
Region4,24.8085,-107.424806,4,12
Region9,24.81203,-107.4450717,1,37
Region8,24.814048,-107.399804,1,100
Region7,24.832748,-107.430351,1,12
Region7,24.83585,-103.73425,1,62
Region8,24.839103,-107.379308,1,100
Region9,24.8408083,-107.3595056,1,62
Region4,24.842815,-99.5571944,2,18.5
Region4,24.8475167,-99.5718639,2,18.5
Region4,24.8540556,-99.5568056,2,18.5
Region4,24.8614556,-99.5334722,4,15.25
Region9,24.863,-99.5681639,1,50
Region4,24.868333,-99.554444,4,15.25
Region5,24.872532,-100.232456,1,62
Region9,24.8810833,-99.5800278,1,87
Region3,24.887394,-99.61753,2,18.5
Region4,24.8902403,-99.6752778,2,18.5
Region8,24.9106,-100.413489,2,100
Region4,24.951664,-99.717393,2,18.5
Region3,24.97445,-103.7344306,2,12
Region4,24.987632,-100.498906,2,12
Region4,25.0192331,-99.7560503,2,18.5
Region4,25.050448,-100.582641,2,18.5
Region4,25.062819,-103.691206,2,18.5
Region4,25.0798,-99.79745,4,15.25
Region4,25.10994,-100.661858,2,18.5
Region4,25.136092,-99.803775,2,18.5
Region4,25.137604,-103.751799,4,15.25
Region4,25.162356,-99.837428,2,18.5
Region3,25.165599,-107.891619,2,12
Region9,25.1663056,-107.8917944,1,62
Region9,25.188129,-99.827753,1,0
Region4,25.1918111,-99.8098811,2,18.5
Region4,25.208792,-99.917774,2,18.5
Region6,25.240083,-101.170775,1,12
Region4,25.241417,-100.80525,2,18.5
Region4,25.2570694,-101.1148383,2,12
Region5,25.262238,-101.089588,2,100
Region4,25.265881,-103.601737,2,12
Region9,25.283983,-100.02962,1,62
Region4,25.292707,-100.019313,2,18.5
Region6,25.295844,-108.509939,1,75
Region4,25.337056,-101.046471,2,12
Region4,25.344131,-99.989781,2,18.5
Region4,25.346047,-100.795497,2,18.5
Region4,25.354838,-101.027101,2,18.5
Region4,25.3552144,-100.0898394,2,12
Region2,25.368581,-108.142038,1,12
Region4,25.37063,-101.01746,4,15.25
Region4,25.383149,-100.793418,2,18.5
Region4,25.386576,-101.005949,2,18.5
Region4,25.389019,-100.117837,2,18.5
Region4,25.39218,-101.01786,2,18.5
Region4,25.395957,-100.986061,2,18.5
Region4,25.399323,-101.008147,2,18.5
Region9,25.401553,-100.938169,1,87
Region5,25.4037833,-101.0093583,1,50
Region9,25.4110556,-101.0305194,1,62
Region7,25.4110833,-101.030527,1,25
Region4,25.411092,-101.029507,2,18.5
Region9,25.4123444,-101.0051111,1,50
Region4,25.4147361,-100.9483194,2,12
Region4,25.41617,-100.976696,2,18.5
Region4,25.416257,-100.991462,2,18.5
Region6,25.417336,-101.000864,1,12
Region6,25.419109,-100.904458,1,12
Region4,25.422465,-101.001064,2,18.5
Region4,25.4260197,-100.9699114,2,18.5
Region4,25.4268439,-101.0111367,2,18.5
Region5,25.427556,-101.096361,1,62
Region9,25.427904,-100.955019,1,50
Region4,25.42843,-100.9981,2,12
Region4,25.429064,-101.296452,2,12
Region4,25.431456,-100.936383,2,18.5
Region4,25.4322722,-100.8106528,4,18.5
Region4,25.432377,-103.715639,2,12
Region4,25.43566,-100.91689,2,18.5
Region4,25.43603,-101.0077,2,18.5
Region4,25.438738,-100.994519,3,28.6666666667
Region4,25.439493,-100.937409,2,12
Region7,25.439752,-100.914312,3,100
Region4,25.440469,-100.887389,2,18.5
Region4,25.4415,-101.040444,2,12
Region4,25.4415019,-100.9787717,2,18.5
Region4,25.4426639,-100.9587972,2,18.5
Region9,25.448738,-101.014095,1,50
Region9,25.449222,-100.966556,3,49.6666666667
Region2,25.4498528,-108.1996306,1,12
Region4,25.449947,-100.996928,2,18.5
Region6,25.450539,-101.073107,1,12
Region4,25.4511,-100.8659,2,18.5
Region4,25.4512011,-100.9745925,2,18.5
Region4,25.4542008,-101.0104831,2,12
Region5,25.456745,-100.928098,1,50
Region9,25.458258,-100.930859,1,50
Region9,25.4583333,-108.0852778,1,62
Region6,25.46,-100.99261,1,12
Region4,25.461115,-101.134077,2,12
Region4,25.4618417,-100.9804167,2,12
Region4,25.4638936,-100.9530319,2,18.5
Region9,25.4658611,-100.9673056,1,87
Region4,25.469,-100.994003,2,12
Region4,25.474478,-101.450999,2,12
Region4,25.476037,-103.364857,2,12
Region9,25.476751,-108.086898,1,62
Region4,25.4774383,-100.9840497,2,18.5
Region2,25.479573,-107.927544,2,0
Region4,25.4838861,-100.9687139,2,18.5
Region5,25.490726,-103.40383,1,62
Region4,25.5028181,-100.9643647,2,12
Region4,25.5069056,-103.4000111,4,18.5
Region4,25.509652,-100.868173,2,18.5
Region6,25.51356,-100.937432,1,12
Region9,25.5138944,-103.3538528,1,50
Region4,25.5140761,-100.9591756,4,18.5
Region6,25.516673,-102.192283,1,12
Region4,25.5211306,-103.386201,2,18.5
Region4,25.522393,-103.426922,2,18.5
Region4,25.522701,-103.401627,2,18.5
Region3,25.531443,-103.227343,2,18.5
Region9,25.53166,-100.213605,1,12
Region4,25.534486,-103.337474,2,12
Region7,25.535952,-103.447722,1,25
Region8,25.536956,-103.523871,1,100
Region3,25.537201,-103.523651,2,12
Region6,25.537464,-103.46295,1,12
Region5,25.5377583,-103.43075,2,62
Region4,25.538564,-100.943669,2,18.5
Region4,25.539399,-103.463251,2,12
Region2,25.545199,-103.430691,1,12
Region8,25.545381,-103.326414,1,100
Region4,25.54665,-103.4481861,2,18.5
Region3,25.548113,-103.514549,2,18.5
Region9,25.5483609,-103.4494206,1,100
Region4,25.548445,-103.476876,2,18.5
Region9,25.5495722,-100.2237139,1,100
Region7,25.5514167,-103.3741389,1,62
Region6,25.553119,-103.489508,2,12
Region4,25.553808,-103.494034,2,18.5
Region3,25.55622,-103.638658,2,12
Region4,25.557782,-103.437574,2,12
Region4,25.558161,-108.476442,2,18.5
Region5,25.55834,-108.483448,1,50
Region4,25.5584194,-100.9260111,2,18.5
Region4,25.558497,-103.450896,2,18.5
Region4,25.558775,-103.4335389,1,12
Region6,25.559598,-103.433126,1,12
Region4,25.561803,-101.765821,4,12.25
Region4,25.564794,-103.429105,2,12
Region8,25.565232,-103.472652,3,45.6666666667
Region4,25.566653,-103.521128,2,12
Region4,25.566986,-103.498176,2,12
Region4,25.568392,-99.849797,2,18.5
Region9,25.5691111,-108.4492972,1,62
Region4,25.570166,-103.453928,2,12
Region7,25.570934,-100.269032,2,87.5
Region4,25.5710556,-100.2411056,4,18.5
Region9,25.5714,-100.282,1,50
Region9,25.573796,-108.463534,1,62
Region6,25.57517,-100.0028,1,12
Region4,25.5762889,-103.4939444,2,18.5
Region8,25.576668,-103.408674,5,34.8
Region7,25.5796111,-103.4783889,2,62
Region7,25.579659,-103.512521,1,62
Region8,25.588042,-103.39521,3,45.6666666667
Region1,25.588551,-99.999556,1,62
Region7,25.589744,-103.490115,1,100
Region4,25.5948111,-101.4578389,2,12
Region8,25.5962,-103.506524,1,100
Region9,25.597674,-99.992708,1,62
Region4,25.597855,-100.875028,2,18.5
Region7,25.603261,-99.995856,1,100
Region6,25.603632,-100.267642,1,12
Region8,25.609879,-100.269927,1,100
Region4,25.610344,-103.449355,2,12
Region4,25.6133056,-103.3989444,2,12
Region8,25.620864,-100.283485,2,100
Region6,25.622044,-100.154384,1,12
Region4,25.622106,-99.632242,2,18.5
Region9,25.6225,-100.278333,1,62
Region4,25.622843,-99.730117,2,12
Region5,25.623003,-100.171221,1,62
Region9,25.624079,-100.369595,1,62
Region9,25.624484,-100.368657,1,62
Region4,25.624784,-100.288914,2,18.5
Region4,25.624852,-100.38193,2,18.5
Region4,25.62558,-100.320528,2,18.5
Region3,25.627601,-100.303992,2,12
Region3,25.628083,-100.362469,2,6
Region5,25.628104,-100.271823,1,62
Region4,25.6332614,-100.2720075,2,18.5
Region9,25.635109,-100.371263,1,62
Region9,25.636619,-100.2813306,2,68.5
Region7,25.636972,-100.154614,1,25
Region6,25.637743,-100.316607,1,12
Region5,25.6382,-100.3866,1,62
Region8,25.638811,-100.352044,2,93.5
Region4,25.639183,-100.270122,2,18.5
Region4,25.639389,-99.848972,2,18.5
Region9,25.6395778,-100.313475,1,87
Region4,25.64097,-100.1038,2,18.5
Region9,25.641675,-100.333975,1,62
Region6,25.641743,-100.273823,4,34
Region5,25.642916,-103.369872,1,62
Region7,25.644882,-100.37849,1,25
Region4,25.645945,-102.578438,2,12
Region9,25.6472125,-100.2905825,1,87
Region8,25.64794,-100.385842,1,100
Region8,25.648502,-100.335473,1,100
Region8,25.648588,-100.289008,1,100
Region6,25.648944,-100.336568,1,12
Region9,25.649197,-100.336263,1,62
Region8,25.649383,-100.291361,1,100
Region9,25.649609,-100.329718,1,62
Region4,25.649758,-100.297825,2,18.5
Region5,25.650475,-100.375201,1,62
Region6,25.651095,-100.109798,1,12
Region8,25.65121,-100.292649,3,100
Region5,25.651793,-100.379038,3,62
Region4,25.652165,-100.20495,2,18.5
Region8,25.652908,-100.397619,1,100
Region9,25.653475,-108.6182861,1,50
Region4,25.653531,-100.354011,1,25
Region3,25.653542,-100.339179,2,6
Region6,25.654039,-100.290012,1,12
Region4,25.654651,-100.384267,2,18.5
Region7,25.6547778,-100.3631389,1,100
Region3,25.65511,-102.382889,2,18.5
Region4,25.6551111,-100.1308889,2,12
Region6,25.6555222,-100.38535,2,12
Region9,25.65566,-100.40468,1,62
Region6,25.656234,-100.183038,1,12
Region4,25.6569,-101.919998,2,12
Region9,25.657008,-100.2178556,1,87
Region4,25.657519,-101.775257,2,12
Region9,25.658127,-100.391993,1,62
Region8,25.658726,-100.314848,1,100
Region7,25.65912,-100.378531,1,25
Region7,25.659175,-100.345067,1,25
Region7,25.659247,-100.344996,2,18.5
Region6,25.65939,-100.374684,1,12
Region8,25.659771,-100.367007,1,100
Region5,25.6599139,-100.3409111,2,62
Region5,25.660003,-100.362427,3,62
Region4,25.6602083,-100.1529417,2,12
Region9,25.660928,-100.195475,1,62
Region4,25.661442,-100.200522,2,18.5
Region8,25.662178,-100.36034,1,100
Region9,25.662667,-100.434678,1,62
Region4,25.6631353,-100.2416339,2,12
Region9,25.663167,-100.297533,1,50
Region6,25.663206,-100.177177,1,12
Region6,25.66324,-100.243048,1,12
Region6,25.66454,-100.30823,1,62
Region4,25.6647083,-100.7450067,2,18.5
Region8,25.665727,-100.380529,2,100
Region7,25.665775,-100.397886,1,25
Region4,25.665861,-100.297704,1,0
Region4,25.666902,-99.498783,2,12
Region4,25.667091,-97.600919,2,12
Region8,25.667892,-100.326145,1,100
Region8,25.668263,-100.350188,1,100
Region6,25.668721,-100.307085,1,12
Region6,25.669078,-100.24045,2,12
Region8,25.669531,-100.321642,1,100
Region3,25.6695778,-100.3132694,2,6
Region4,25.670016,-100.257027,2,6
Region4,25.671557,-100.28424,2,12
Region9,25.671599,-100.446187,1,62
Region4,25.672513,-97.794887,2,12
Region9,25.673293,-100.310428,1,25
Region4,25.673445,-100.20521,2,18.5
Region9,25.6736,-100.3059,1,87
Region9,25.674083,-100.45505,2,50
Region6,25.67421,-100.404683,1,12
Region8,25.674414,-100.469237,1,100
Region9,25.674689,-100.31481,1,62
Region9,25.676176,-100.088229,1,62
Region4,25.676648,-97.816534,4,9
Region4,25.677233,-100.420176,2,12
Region4,25.678632,-100.297911,2,12
Region3,25.679656,-100.331158,2,12
Region4,25.6798,-100.163006,2,12
Region6,25.6804639,-100.3518278,4,12
Region6,25.6807333,-100.2888383,1,12
Region3,25.681675,-100.238417,4,12.25
Region2,25.681905,-100.258771,1,0
Region8,25.68314,-100.289031,1,100
Region8,25.683525,-100.316397,1,100
Region5,25.683907,-100.176793,1,62
Region9,25.684062,-100.226173,1,62
Region4,25.684299,-99.613674,2,18.5
Region8,25.685112,-100.376317,1,100
Region4,25.6855056,-100.4925203,2,12
Region5,25.685923,-100.236946,2,62
Region9,25.685958,-100.374667,1,62
Region8,25.686058,-100.317959,1,100
Region9,25.686519,-100.307419,1,62
Region5,25.687159,-100.352554,1,62
Region9,25.687186,-100.192289,1,62
Region8,25.689217,-100.270289,2,62.5
Region4,25.6892444,-100.2878389,2,12
Region9,25.6895194,-109.0821167,1,50
Region6,25.6895222,-100.2544639,2,12
Region4,25.6896,-100.6499986,2,18.5
Region4,25.691278,-100.422336,2,18.5
Region9,25.693233,-100.24471,1,12
Region5,25.693285,-100.446464,1,100
Region6,25.693305,-100.244186,1,12
Region9,25.694856,-100.380059,1,62
Region4,25.695192,-100.554514,2,18.5
Region9,25.695673,-100.514662,1,62
Region6,25.696944,-100.284056,1,12
Region9,25.6970833,-103.3378056,1,87
Region9,25.698417,-101.000583,2,50
Region7,25.700344,-100.311357,1,25
Region6,25.7011611,-100.3102278,1,12
Region5,25.701172,-100.208769,1,62
Region4,25.7027778,-100.3375278,2,12
Region4,25.7028,-100.3768,2,18.5
Vacio,25.703083,-100.231944,1,100
Region9,25.703574,-100.317846,4,25
Region7,25.705668,-100.326405,1,25
Region4,25.7069658,-99.2558436,2,12
Region9,25.708174,-100.357063,1,87
Region4,25.7084494,-100.1965633,4,12
Region3,25.709484,-100.358645,2,12
Region9,25.709896,-100.302048,1,87
Region3,25.71275,-100.275722,2,6
Region4,25.7130139,-100.3798133,2,12
Region4,25.713193,-100.372556,2,12
Region7,25.713782,-100.151101,1,100
Region6,25.714575,-100.191948,1,75
Region5,25.714771,-100.284089,1,62
Region9,25.715758,-100.352703,1,62
Region5,25.715931,-100.211831,1,62
Region6,25.716538,-100.316865,1,12
Region9,25.720993,-100.309689,1,50
Region6,25.721338,-100.309505,1,12
Region9,25.722348,-100.31641,1,62
Region9,25.72258,-100.367722,1,62
Region8,25.724204,-100.351368,1,100
Region6,25.7247389,-100.3076972,1,12
Region8,25.726217,-100.303865,1,37
Region4,25.726942,-99.317535,2,12
Region3,25.727014,-100.380499,2,12
Region6,25.7275417,-100.3021972,1,12
Region9,25.7296714,-100.3606744,1,87
Region4,25.73048,-100.1671175,2,18.5
Region4,25.73185,-100.308249,3,33
Region6,25.732393,-100.396532,1,12
Region6,25.733873,-100.413186,1,12
Region4,25.736168,-100.241474,2,12
